=== Packet at 2025-09-22T18:58:20.230379 ===
From: 61.98.214.249:14505
Size: 4981 bytes
Data:
send0,1136,1136
1,1152,1144
2,1184,1157
3,1200,1168
4,960,1126
5,960,1098
6,736,1046
7,944,1034
8,736,1000
9,416,942
10,736,923
11,992,929
12,944,930
13,880,926
14,720,913
15,672,898
16,912,898
17,496,876
18,944,880
19,960,884
20,928,886
21,720,878
22,752,873
23,928,875
24,960,878
25,1120,888
26,1152,897
27,4320,1020
28,17876,1601
29,25813,2408
30,18100,2973
31,18372,3547
32,13203,3948
33,896,3938
34,768,3931
35,752,3924
36,752,3925
37,288,3903
38,13955,4344
39,22645,5085
40,19844,5722
41,6881,5918
42,1920,5950
43,960,5953
44,944,5961
45,960,5970
46,912,5970
47,912,5984
48,688,5976
49,1168,5982
50,1024,5986
51,1184,6001
52,1216,6017
53,960,6018
54,960,6018
55,976,6013
56,976,6007
57,992,5896
58,1184,5340
59,6641,4701
60,8930,4395
61,4721,3940
62,10690,3856
63,10114,4163
64,1168,4177
65,1184,4191
66,1184,4206
67,1184,4235
68,1136,3808
69,1200,3093
70,1184,2471
71,1200,2282
72,1168,2257
73,1168,2264
74,1008,2266
75,960,2266
76,944,2267
77,960,2269
78,960,2278
79,1200,2279
80,672,2267
81,1184,2267
82,1168,2265
83,1168,2272
84,992,2273
85,960,2273
86,960,2272
87,944,2271
88,912,2262
89,1152,2079
90,1136,1819
91,1392,1708
92,1376,1397
93,1248,1102
94,992,1096
95,1120,1094
96,1024,1089
97,992,1082
98,992,1077
99,1232,1078
100,1232,1080
101,1216,1081
102,1248,1083
103,1232,1085
104,1248,1093
105,1104,1098
106,992,1100
107,1024,1102
108,960,1102
109,1024,1096
110,1232,1115
111,1216,1116
112,1200,1117
113,1216,1118
114,1200,1125
115,928,1124
116,928,1123
117,944,1123
118,912,1123
119,912,1115
120,5633,1265
121,14547,1704
122,43001,3091
123,65535,5234
124,65535,7385
125,56444,9230
126,26085,10065
127,432,10046
128,928,10044
129,944,10035
130,944,10025
131,976,10017
132,928,10006
133,928,9996
134,912,9985
135,896,9978
136,896,9975
137,912,9971
138,912,9970
139,1152,9974
140,1168,9972
141,1136,9969
142,1136,9967
143,1152,9965
144,1136,9963
145,912,9962
146,1168,9970
147,1136,9976
148,1152,9984
149,1168,9993
150,3728,9929
151,20884,10141
152,24837,9535
153,27030,8252
154,35784,7260
155,52235,7120
156,65535,8435
157,65535,10605
158,65535,12758
159,65535,14911
160,65535,17064
161,65535,19216
162,65535,21370
163,42169,22745
164,1184,22754
165,1184,22763
166,960,22766
167,1168,22774
168,1200,22784
169,1168,22784
170,1184,22785
171,1152,22785
172,1184,22787
173,65535,24933
174,65535,27080
175,65535,29234
176,65535,31379
177,65535,33526
178,65535,35672
179,65535,37818
180,65535,39878
181,65535,41366
182,65535,42723
183,65535,44006
184,65535,44998
185,65535,45441
186,65535,45441
187,65535,45441
188,65535,45441
189,65535,45441
190,40937,44621
191,1184,42476
192,1024,40326
193,1168,38959
194,1184,38959
195,1168,38959
196,992,38960
197,976,38953
198,48347,40525
199,65535,42671
200,65535,44816
201,65535,46962
202,65535,49107
203,1184,46962
204,1200,44817
205,1200,42673
206,992,40521
207,944,38368
208,65535,38368
209,65535,38368
210,65535,38368
211,65535,38368
212,65535,38368
213,65535,38368
214,65535,38368
215,65535,38368
216,65535,38368
217,65535,38368
218,65535,38368
219,65535,38368
220,65535,39188
221,65535,41333
222,34199,42439
223,1200,42440
224,1200,42441
225,1168,42441
226,960,42440
227,1168,42446
228,1184,40874
229,1168,38728
230,1184,36583
231,1184,34438
232,1200,32294
233,1184,32294
234,1184,32293
235,1184,32293
236,1184,32299
237,4993,32434
238,54412,32063
239,36008,31079
240,14227,29369
241,14803,27678
242,28070,26429
243,1168,24283
244,1184,22138
245,1184,19993
246,1184,17848
247,736,15688
248,960,13536
249,976,11384
250,992,9232
251,960,7080
252,1184,5979
253,1184,5979
254,1184,5978
255,1168,5978
256,1184,5986
257,960,5979
258,1168,5978
259,1200,5979
260,1184,5979
261,1152,5978
262,656,5960
263,1168,5960
264,1184,5960
265,18100,6523
266,65535,8668
267,65535,10687
268,65535,11057
269,65535,12042
270,65535,13752
271,59661,15247
272,1200,14351
273,1184,14352
274,1184,14352
275,1216,14353
276,1168,14352
277,1200,14368
278,65535,16520
279,65535,18672
280,65535,20824
281,65535,22976
282,65535,25121
283,65535,27266
284,65535,29411
285,65535,31557
286,65535,33702
287,65535,35855
288,65535,38000
289,65535,40145
290,65535,42290
291,65535,44436
292,65535,46598
293,65535,48744
294,65535,50889
295,52411,52033
296,3504,49965
297,1184,47820
298,976,45668
299,944,43515
300,944,41362
301,976,39406
302,944,39397
303,976,39390
304,1168,39390
305,1152,39388
306,1200,39389
307,1120,39386
308,960,37233
309,944,35080
310,944,32927
311,960,30775
312,960,28622
313,976,26470
314,944,24317
315,976,22165
316,944,20012
317,960,17860
318,960,15707
319,960,13555
320,1184,11410
321,1168,9264
322,1152,7118
323,1184,4973
324,1152,2827
325,1168,1119
326,1200,1042
327,1152,1041
328,1280,1051
329,1264,1062
330,1376,1076
331,1248,1085
332,1264,1096
333,1264,1106
334,1392,1113
335,1216,1115
336,1392,1122
337,65535,3269
338,65535,5421
339,65535,7574
340,65535,9727
341,65535,11880
342,65535,14032
343,65535,16184
344,65535,18337
345,65535,20489
346,65535,22642
347,65535,24795
348,65535,26947
349,65535,29100
350,65535,31245
351,65535,33390

==================================================

